category,document_id,question,answers,context
3,603483,제229회 완주군의회 임시회 제1차 본회의를 요구한 사람은 누구야?,"{'answer_start': 252, 'text': '윤수봉 의원님 외 네 분의 의원님'}","@제229회 완주군의회(임시회) 제1차 본 회 의 회 의 록@

의석을 정돈하여 주시기 바랍니다. 성원이 되었으므로 제229회 완주군의회 임시회 제1차 본회의 개의를 선포합니다.

먼저 의사팀장으로부터 의회 관련 사항에 대한 보고가 있겠습니다. 의사팀장은 보고하여 주시기 바랍니다.

의사팀장 이은미입니다. 의회 관련 사항을 보고 드리겠습니다. 먼저, 제229회 완주군의회 임시회 소집경위를 보고 드리겠습니다. 지방자치법 제45조제2항의 규정에 따라 윤수봉 의원님 외 네 분의 의원님으로부터 조례안 등 안건 심의를 위한 임시회 집회요구가 있어, 지난 3월 5일 집회공고를 하고 오늘 집회를 갖게 되었습니다.

다음은 의안접수 및 회부사항입니다. 먼저 의원 발의 안건입니다. 지난 3월 9일 서남용 의원님으로부터 완주군 계획 조례 일부개정 조례안이 제출되어 해당 상임위원회로 회부하였습니다.

다음은 완주군수로부터 제출된 안건입니다. 완주군 군세 조례 일부개정 조례안 등 조례안 8건, 복합문화지구(누에촌) 및 가족문화교육원(구관사) 무상사용·수익허가 동의안, 2018년도 제1차 수시분 공유재산관리계획안 등 총 10건으로 해당 상임위원회로 회부하였습니다.

기타 자세한 내용은 모니터 및 유인물을 참고하여 주시기 바랍니다. 이상으로 보고를 마치겠습니다.

의사팀장 수고하셨습니다.
"
2,603483,서남용 의원님이 완주군 계획 조례 일부개정 조례안을 제출한 날짜는?,"{'answer_start': 380, 'text': '3월 9일'}","@제229회 완주군의회(임시회) 제1차 본 회 의 회 의 록@

의석을 정돈하여 주시기 바랍니다. 성원이 되었으므로 제229회 완주군의회 임시회 제1차 본회의 개의를 선포합니다.

먼저 의사팀장으로부터 의회 관련 사항에 대한 보고가 있겠습니다. 의사팀장은 보고하여 주시기 바랍니다.

의사팀장 이은미입니다. 의회 관련 사항을 보고 드리겠습니다. 먼저, 제229회 완주군의회 임시회 소집경위를 보고 드리겠습니다. 지방자치법 제45조제2항의 규정에 따라 윤수봉 의원님 외 네 분의 의원님으로부터 조례안 등 안건 심의를 위한 임시회 집회요구가 있어, 지난 3월 5일 집회공고를 하고 오늘 집회를 갖게 되었습니다.

다음은 의안접수 및 회부사항입니다. 먼저 의원 발의 안건입니다. 지난 3월 9일 서남용 의원님으로부터 완주군 계획 조례 일부개정 조례안이 제출되어 해당 상임위원회로 회부하였습니다.

다음은 완주군수로부터 제출된 안건입니다. 완주군 군세 조례 일부개정 조례안 등 조례안 8건, 복합문화지구(누에촌) 및 가족문화교육원(구관사) 무상사용·수익허가 동의안, 2018년도 제1차 수시분 공유재산관리계획안 등 총 10건으로 해당 상임위원회로 회부하였습니다.

기타 자세한 내용은 모니터 및 유인물을 참고하여 주시기 바랍니다. 이상으로 보고를 마치겠습니다.

의사팀장 수고하셨습니다.
"
1,603488,제229회 완주군의회 임시회 제1차 본회의 회기는 언제인가?,"{'answer_start': 85, 'text': '3월 23일부터 3월 26일까지 4일간'}","@제229회 완주군의회(임시회) 제1차 본 회 의 회 의 록@

다음 의사일정 제3항 본회의 휴회의 건을 상정합니다.

상임위원회 등 의정활동을 위하여 3월 23일부터 3월 26일까지 4일간 본회의를 휴회하고자 하는데 의원 여러분 이의 있으십니까?

(“없습니다” 하는 의원 있음)

이의가 없으므로 가결되었음을 선포합니다.

이상으로 제229회 완주군의회 임시회 제1차 본회의를 마치겠습니다. 다음 제2차 본회의는 3월 27일 오전 10시에 개의하겠습니다. 의원 여러분 수고 많으셨습니다. 산회를 선포합니다.
"
2,603488,제229회 완주군의회 임시회 제2차 본회의는 언제 개의해?,"{'answer_start': 233, 'text': '3월 27일 오전 10시'}","@제229회 완주군의회(임시회) 제1차 본 회 의 회 의 록@

다음 의사일정 제3항 본회의 휴회의 건을 상정합니다.

상임위원회 등 의정활동을 위하여 3월 23일부터 3월 26일까지 4일간 본회의를 휴회하고자 하는데 의원 여러분 이의 있으십니까?

(“없습니다” 하는 의원 있음)

이의가 없으므로 가결되었음을 선포합니다.

이상으로 제229회 완주군의회 임시회 제1차 본회의를 마치겠습니다. 다음 제2차 본회의는 3월 27일 오전 10시에 개의하겠습니다. 의원 여러분 수고 많으셨습니다. 산회를 선포합니다.
"
3,603478,완주군 제2차 긴급재난지원금에 대해 일괄 제안설명한 사람은 누구야?,"{'answer_start': 130, 'text': '완주군수 박성일'}","@제251회 완주군의회(제1차 정례회) 제1차 본 회 의 회 의 록@

의사일정 제3항 2020년도 제2회 추가경정예산안 제안설명의 건을 상정합니다.

먼저 박성일 군수님은 나오셔서 일괄 제안설명 해주시기 바랍니다.

안녕하십니까? 완주군수 박성일입니다. 제안설명에 앞서 의정활동에 노고가 많으신 최등원 의장님을 비롯한 여러 의원님들께 깊은 감사의 말씀을 드립니다. 2020년도 제2회 추경예산안은 코로나 사태의 장기화로 인하여 극도로 위축된 소비시장 회복과 지역경제의 활성화를 위해 모든 군민에게 10만원씩 추가 지급하는 완주군 2차 긴급재난지원금을 편성하는 예산입니다.

2020년 제2회 추경예산안 규모는 총 8,089억원입니다. 일반회계는 7,649억원, 특별회계는 440억원으로 지난 1회 추경과 변동이 없습니다. 금번 추경의 재원은 기존 사업의 구조조정을 통해 마련된 것으로 일반회계 세입의 변동은 없으며, 일반회계 세출 규모는 기존 1회 추경과 동일하나, 긴급재난지원금 92억원의 재원 마련과 12억원의 예비비를 추가 확보하기 위하여 재난 예비비와 내부유보금 67억원 및 자체 절감액 37억원을 활용하여 총 예산 범위 내에서 재편성한 내용입니다. 공기업특별회계는 308억원, 기타 특별회계는 131억원으로 변동이 없습니다.

이상으로 2020년 제2회 추가경정예산안에 대한 제안설명을 모두 마치겠습니다. 감사합니다.

박성일 군수님 수고하셨습니다.

해당 상임위원회에서는 완주군의회 회의규칙 제69조의 규정에 따라 예산안 예비심사 결과를 6월 3일까지 의장에게 보고하여 주시기 바랍니다.
"
2,603478,긴급재난지원금 관련 예산안 예비심사 결과는 언제까지 보고해야해?,"{'answer_start': 756, 'text': '6월 3일'}","@제251회 완주군의회(제1차 정례회) 제1차 본 회 의 회 의 록@

의사일정 제3항 2020년도 제2회 추가경정예산안 제안설명의 건을 상정합니다.

먼저 박성일 군수님은 나오셔서 일괄 제안설명 해주시기 바랍니다.

안녕하십니까? 완주군수 박성일입니다. 제안설명에 앞서 의정활동에 노고가 많으신 최등원 의장님을 비롯한 여러 의원님들께 깊은 감사의 말씀을 드립니다. 2020년도 제2회 추경예산안은 코로나 사태의 장기화로 인하여 극도로 위축된 소비시장 회복과 지역경제의 활성화를 위해 모든 군민에게 10만원씩 추가 지급하는 완주군 2차 긴급재난지원금을 편성하는 예산입니다.

2020년 제2회 추경예산안 규모는 총 8,089억원입니다. 일반회계는 7,649억원, 특별회계는 440억원으로 지난 1회 추경과 변동이 없습니다. 금번 추경의 재원은 기존 사업의 구조조정을 통해 마련된 것으로 일반회계 세입의 변동은 없으며, 일반회계 세출 규모는 기존 1회 추경과 동일하나, 긴급재난지원금 92억원의 재원 마련과 12억원의 예비비를 추가 확보하기 위하여 재난 예비비와 내부유보금 67억원 및 자체 절감액 37억원을 활용하여 총 예산 범위 내에서 재편성한 내용입니다. 공기업특별회계는 308억원, 기타 특별회계는 131억원으로 변동이 없습니다.

이상으로 2020년 제2회 추가경정예산안에 대한 제안설명을 모두 마치겠습니다. 감사합니다.

박성일 군수님 수고하셨습니다.

해당 상임위원회에서는 완주군의회 회의규칙 제69조의 규정에 따라 예산안 예비심사 결과를 6월 3일까지 의장에게 보고하여 주시기 바랍니다.
"
1,603482,제210회 완주군의회 휴회 기간은?,"{'answer_start': 82, 'text': '2월 17일부터 2월 24일까지 8일'}","@제210회 완주군의회(임시회) 제 1 차 본회의회의록@

다음은 의사일정 제3항 본회의 휴회의 건을 상정합니다. 상임위원회 등 의정활동을 위하여 2월 17일부터 2월 24일까지 8일간 본회의를 휴회하고자 하는데 의원 여러분 이의 있으십니까?

(『없습니다.』하는 의원 있음 )

이의가 없으므로 가결되었음을 선포합니다. 이상으로 제210회 완주군의회 임시회 제1차 본회의를 마치겠습니다. 다음 제2차 본회의는 2월 25일 오전 10시에 개의하겠습니다. 의원 여러분 수고하셨습니다. 산회를 선포합니다.
"
2,603482,제210회 완주군의회 임시회 제2차 본회의 날짜는?,"{'answer_start': 230, 'text': '2월 25일 오전 10시'}","@제210회 완주군의회(임시회) 제 1 차 본회의회의록@

다음은 의사일정 제3항 본회의 휴회의 건을 상정합니다. 상임위원회 등 의정활동을 위하여 2월 17일부터 2월 24일까지 8일간 본회의를 휴회하고자 하는데 의원 여러분 이의 있으십니까?

(『없습니다.』하는 의원 있음 )

이의가 없으므로 가결되었음을 선포합니다. 이상으로 제210회 완주군의회 임시회 제1차 본회의를 마치겠습니다. 다음 제2차 본회의는 2월 25일 오전 10시에 개의하겠습니다. 의원 여러분 수고하셨습니다. 산회를 선포합니다.
"
4,603486,제229회 완주군의회 임시회 회의록 서명의원으로 누구를 선출했어?,"{'answer_start': 102, 'text': '최등원 의원님과 이향자 의원님'}","@제229회 완주군의회(임시회) 제1차 본 회 의 회 의 록@

다음은 의사일정 제2항 제229회 완주군의회 임시회 회의록 서명의원 선출의 건을 상정하겠습니다.

회의록 서명의원으로 최등원 의원님과 이향자 의원님을 선출하고자 하는데 의원 여러분 이의 있으십니까?

(“없습니다” 하는 의원 있음)

이의가 없으므로 가결되었음을 선포합니다. 그럼 두 분 의원님께서는 본 회기동안 수고하여 주시기 바랍니다.
"
4,603490,제178회 완주군의회 임시회 회의록 서명은 누가 담당해?,"{'answer_start': 108, 'text': '김상식 의원님과 이재만 의원님'}","@제178회        완주군의회(임시회) 제 1 차 본회의회의록@

의사일정 제2항 제178회 완주군의회 임시회 회의록 서명의원 선출의 건을 상정합니다. 제178회 임시회 회의록 서명의원은 김상식 의원님과 이재만 의원님을 선출하고자 하는데 의원 여러분 이의 있으십니까?

(『없습니다』하는 의원 있음)

이의가 없으므로 가결되었음을 선포합니다. 그럼 두 분 의원님께서는 본 회기동안 수고하여 주시기 바랍니다.
"
4,603494,제168회 임시회 회의록 서명의원이 누구지?,"{'answer_start': 109, 'text': '송현중 의원님, 정성모 의원님'}","@제168회 전라북도 완주군의회(임시회) 제1호 본 회 의 회 의 록@

의사일정 제2항 제168회 완주군의회 임시회 회의록 서명의원 선출의 건을 상정합니다. 제168회 임시회 회의록 서명의원은 송현중 의원님, 정성모 의원님을 선출하고자 하는데 의원 여러분 이의 있으십니까?

(『없습니다』하는 의원 있음)

이의가 없으므로 가결되었음을 선포합니다. 두 분 의원님께서는 본 회기동안 수고하여 주시기 바랍니다.
"
6,603494,제168회 임시회 회의록 서명의원이 몇명이지?,"{'answer_start': 196, 'text': '두 분'}","@제168회 전라북도 완주군의회(임시회) 제1호 본 회 의 회 의 록@

의사일정 제2항 제168회 완주군의회 임시회 회의록 서명의원 선출의 건을 상정합니다. 제168회 임시회 회의록 서명의원은 송현중 의원님, 정성모 의원님을 선출하고자 하는데 의원 여러분 이의 있으십니까?

(『없습니다』하는 의원 있음)

이의가 없으므로 가결되었음을 선포합니다. 두 분 의원님께서는 본 회기동안 수고하여 주시기 바랍니다.
"
1,603498,제194회 완주군의회 임시회 회기는 언제야?,"{'answer_start': 137, 'text': '2월 4일부터 2월 12일까지 9일간'}","@제194회 완주군의회(임시회) 제 1 차 본회의회의록@

의사일정 제1항 제194회 완주군의회 임시회 회기결정의 건을 상정합니다.

제194회 완주군의회 임시회 회기 결정의 건에 대하여는 운영위원회 정성모 위원장 외 4인의 의원이 발의 한대로 2월 4일부터 2월 12일까지 9일간으로 회기를 결정하고자 합니다. 의원 여러분 이의 있으십니까?

(『없습니다』하는 의원 있음)

이의가 없으므로 가결되었음을 선포합니다.
"
2,603503,제211회 완주군의회 임시회 제2차 본회의 날짜는?,"{'answer_start': 229, 'text': '4월 4일 오전 10시'}","@제211회 완주군의회(임시회) 제 1 차 본회의회의록@

다음은 의사일정 제3항 본회의 휴회의 건을 상정합니다. 상임위원회 등 의정활동을 위하여 3월 30일부터 4월 3일까지 5일간 본회의를 휴회하고자 하는데 의원 여러분 이의 있으십니까?

(『없습니다.』하는 의원 있음 )

이의가 없으므로 가결되었음을 선포합니다. 이상으로 제211회 완주군의회 임시회 제1차 본회의를 마치겠습니다. 다음 제2차 본회의는 4월 4일 오전 10시에 개의하겠습니다. 의원 여러분 수고하셨습니다. 산회를 선포합니다.
"
1,603503,제211회 완주군의회 임시회 회기가 언제야?,"{'answer_start': 82, 'text': '3월 30일부터 4월 3일까지 5일간'}","@제211회 완주군의회(임시회) 제 1 차 본회의회의록@

다음은 의사일정 제3항 본회의 휴회의 건을 상정합니다. 상임위원회 등 의정활동을 위하여 3월 30일부터 4월 3일까지 5일간 본회의를 휴회하고자 하는데 의원 여러분 이의 있으십니까?

(『없습니다.』하는 의원 있음 )

이의가 없으므로 가결되었음을 선포합니다. 이상으로 제211회 완주군의회 임시회 제1차 본회의를 마치겠습니다. 다음 제2차 본회의는 4월 4일 오전 10시에 개의하겠습니다. 의원 여러분 수고하셨습니다. 산회를 선포합니다.
"
1,603507,제211회 완주군의회 임시회 회기가 언제야?,"{'answer_start': 150, 'text': '3월 29일부터 4월 4일까지 7일간'}","@제211회 완주군의회(임시회) 제 1 차 본회의회의록@

의사팀장 수고하셨습니다. 먼저 의사일정 제1항 제211회 완주군의회 임시회 회기 결정의 건을 상정합니다. 제211회 완주군의회 임시회 회기 결정의 건에 대하여는 서남용 의원님 외 일곱 분의 의원님이 발의한대로 3월 29일부터 4월 4일까지 7일간의 회기를 결정하고자 합니다. 의원 여러분 이의 있으십니까?

(『없습니다.』하는 의원 있음 )

이의가 없으므로 가결되었음을 선포합니다.
"
3,603507,제211회 완주군의회 임시회 회기를 발의한 사람은?,"{'answer_start': 123, 'text': '서남용 의원님 외 일곱 분'}","@제211회 완주군의회(임시회) 제 1 차 본회의회의록@

의사팀장 수고하셨습니다. 먼저 의사일정 제1항 제211회 완주군의회 임시회 회기 결정의 건을 상정합니다. 제211회 완주군의회 임시회 회기 결정의 건에 대하여는 서남용 의원님 외 일곱 분의 의원님이 발의한대로 3월 29일부터 4월 4일까지 7일간의 회기를 결정하고자 합니다. 의원 여러분 이의 있으십니까?

(『없습니다.』하는 의원 있음 )

이의가 없으므로 가결되었음을 선포합니다.
"
7,603513,6월 10일부터 6월 24일까지 15일간의 회기인 회의는?,"{'answer_start': 60, 'text': '제213회 완주군의회 제1차 정례회'}","@제213회    완주군의회(정례회) 제1차 본회의회의록@

의사팀장 수고하셨습니다. 먼저 의사일정 제1항 제213회 완주군의회 제1차 정례회 회기 결정의 건을 상정합니다. 제213회 완주군의회 제1차 정례회 회기 결정의 건에 대하여 서남용 의원님 외 다섯 분의 의원님이 발의한대로 6월 10일부터 6월 24일까지 15일간의 회기를 결정하고자 합니다. 의원 여러분 이의 있으십니까?

(『없습니다.』하는 의원 있음 )

이의가 없으므로 가결되었음을 선포합니다.
"
2,603513,서남용 의원님 외 다섯 분의 의원님이 요구한 회의의 날짜는?,"{'answer_start': 0, 'text': '@'}","@제213회    완주군의회(정례회) 제1차 본회의회의록@

의사팀장 수고하셨습니다. 먼저 의사일정 제1항 제213회 완주군의회 제1차 정례회 회기 결정의 건을 상정합니다. 제213회 완주군의회 제1차 정례회 회기 결정의 건에 대하여 서남용 의원님 외 다섯 분의 의원님이 발의한대로 6월 10일부터 6월 24일까지 15일간의 회기를 결정하고자 합니다. 의원 여러분 이의 있으십니까?

(『없습니다.』하는 의원 있음 )

이의가 없으므로 가결되었음을 선포합니다.
"
5,603500,박성일 군수가 제238회 완주군의회에 참석하지 못한 이유는?,"{'answer_start': 124, 'text': '금강산에서 개최되는 판문점 선언과 9월 평양공동선언 이행을 위한 2019년 새해맞이 연대모임 참석'}","@제238회 완주군의회(임시회) 제1차 본 회 의 회 의 록@

의석을 정돈하여 주시기 바랍니다.

회의 시작에 앞서 양해말씀을 드리겠습니다. 오늘 회의에 참석해야 할 박성일 군수님께서 어제부터 오늘까지 이틀간의 일정으로 금강산에서 개최되는 판문점 선언과 9월 평양공동선언 이행을 위한 2019년 새해맞이 연대모임 참석으로 부득이 오늘 본회의에 참석하기 어렵다는 사전 공문이 있었습니다. 이점 의원님들께서는 양해해 주시기 바랍니다.

성원이 되었으므로 제238회 완주군의회 임시회 제1차 본회의 개의를 선포합니다.

먼저 의사팀장님으로부터 의회 관련 사항에 대한 보고가 있겠습니다. 의사팀장은 보고하여 주시기 바랍니다.

의사팀장 이은미입니다. 의회 관련 사항을 보고 드리겠습니다. 먼저, 제238회 완주군의회 임시회 소집경위를 보고 드리겠습니다. 지방자치법 제45조제2항의 규정에 따라 이인숙 의원님 외 세 분의 의원님으로부터 2019년도 주요업무 추진 계획 보고 청취 및 일반 안건 심의를 위한 임시회 집회요구가 있어, 지난 1월 22일 집회공고를 하고 오늘 집회를 갖게 되었습니다.

다음은 의안 접수 및 회부 사항입니다. 먼저, 의원 발의 안건입니다. 유의식 의원님이 발의한 완주군 자치분권 촉진 및 지원에 관한 조례, 소완섭 의원님이 발의한 완주문화원 육성 및 지원에 관한 조례, 김재천 의원님이 발의한 완주군 민주평화통일자문회의 완주군협의회 지원에 관한 조례가 제출되었고, 전체 의원님이 공동 발의한 완주군의정회 지원 조례 폐지 조례안, 완주군의회 의원 윤리강령 및 행동강령 조례 일부개정 조례안, 완주군의회 의원 의정활동비 등 지급에 관한 조례 일부개정 조례안이 제출되어 해당 상임위원회로 회부하였습니다.

다음은 완주군수로부터 제출된 안건입니다. 완주군 사무의 민간위탁 관리에 관한 조례 전부개정 조례안 등 조례안 4건, 제7기 지역보건의료계획 중장기 및 1차 연도 시행계획 보고 등 총 5건으로 해당 상임위원회로 회부하였습니다.

끝으로 지난 2월 7일 완주군수로부터 2018년도 행정사무감사 결과 시정 및 처리 요구사항에 대한 처리결과보고서가 제출되어 의원님들께 배부해드렸습니다.

기타 자세한 내용은 모니터 및 유인물을 참고하여 주시기 바랍니다. 이상으로 보고를 마치겠습니다.

의사팀장님 수고하셨습니다.
"
3,603500,제238회 완주군의회 집회를 요구한 사람은 누구인가?,"{'answer_start': 441, 'text': '이인숙 의원님 외 세 분의 의원님'}","@제238회 완주군의회(임시회) 제1차 본 회 의 회 의 록@

의석을 정돈하여 주시기 바랍니다.

회의 시작에 앞서 양해말씀을 드리겠습니다. 오늘 회의에 참석해야 할 박성일 군수님께서 어제부터 오늘까지 이틀간의 일정으로 금강산에서 개최되는 판문점 선언과 9월 평양공동선언 이행을 위한 2019년 새해맞이 연대모임 참석으로 부득이 오늘 본회의에 참석하기 어렵다는 사전 공문이 있었습니다. 이점 의원님들께서는 양해해 주시기 바랍니다.

성원이 되었으므로 제238회 완주군의회 임시회 제1차 본회의 개의를 선포합니다.

먼저 의사팀장님으로부터 의회 관련 사항에 대한 보고가 있겠습니다. 의사팀장은 보고하여 주시기 바랍니다.

의사팀장 이은미입니다. 의회 관련 사항을 보고 드리겠습니다. 먼저, 제238회 완주군의회 임시회 소집경위를 보고 드리겠습니다. 지방자치법 제45조제2항의 규정에 따라 이인숙 의원님 외 세 분의 의원님으로부터 2019년도 주요업무 추진 계획 보고 청취 및 일반 안건 심의를 위한 임시회 집회요구가 있어, 지난 1월 22일 집회공고를 하고 오늘 집회를 갖게 되었습니다.

다음은 의안 접수 및 회부 사항입니다. 먼저, 의원 발의 안건입니다. 유의식 의원님이 발의한 완주군 자치분권 촉진 및 지원에 관한 조례, 소완섭 의원님이 발의한 완주문화원 육성 및 지원에 관한 조례, 김재천 의원님이 발의한 완주군 민주평화통일자문회의 완주군협의회 지원에 관한 조례가 제출되었고, 전체 의원님이 공동 발의한 완주군의정회 지원 조례 폐지 조례안, 완주군의회 의원 윤리강령 및 행동강령 조례 일부개정 조례안, 완주군의회 의원 의정활동비 등 지급에 관한 조례 일부개정 조례안이 제출되어 해당 상임위원회로 회부하였습니다.

다음은 완주군수로부터 제출된 안건입니다. 완주군 사무의 민간위탁 관리에 관한 조례 전부개정 조례안 등 조례안 4건, 제7기 지역보건의료계획 중장기 및 1차 연도 시행계획 보고 등 총 5건으로 해당 상임위원회로 회부하였습니다.

끝으로 지난 2월 7일 완주군수로부터 2018년도 행정사무감사 결과 시정 및 처리 요구사항에 대한 처리결과보고서가 제출되어 의원님들께 배부해드렸습니다.

기타 자세한 내용은 모니터 및 유인물을 참고하여 주시기 바랍니다. 이상으로 보고를 마치겠습니다.

의사팀장님 수고하셨습니다.
"
3,603509,제199회 완주군의회 임시회에서 집회요구 및 의안접수 사항을 보고한 사람은?,"{'answer_start': 141, 'text': '의사담당 박영배'}","@제199회 완주군의회(임시회) 제 1 차 본회의회의록@

성원이 되었으므로 제199회 완주군의회 임시회 제1차 본회의 개의를 선포합니다. 먼저 의사담당으로부터 집회요구 및 의안접수사항에 대한 보고가 있겠습니다. 의사담당은 보고하여 주시기 바랍니다.

의사담당 박영배입니다. 제199회 완주군의회 임시회 집회요구 및 의안접수 사항을 보고 드리겠습니다. 먼저 집회에 관한 보고를 드리겠습니다.

2014년 8월 9일 의회운영위원회 서남용 위원장 외 6인의 의원으로부터 임시회 집회요구가 있어 지방자치법 제45조 제2항 및 제3항의 규정에 의하여 8월 19일 집회공고를 하고, 오늘 집회를 갖게 되었습니다.

다음은 의안접수 및 회부사항입니다.

완주군 의회에 출석답변할 수 있는 관계공무원 범위에 관한 조례 일부개정 조례안 외 5건의 조례안, 완주군의회 회의규칙 일부개정 규칙안 외 5건의 규칙안, 완주군 사회복지사 등의 처우 및 지위향상을 위한 조례안, 완주군 환경기초시설 등 주변지역 지원에 관한 조례 일부개정 조례안, 완주군 규제개혁위원회 설치 및 운영조례 일부개정조례안 등 총 16건이 접수되어 해당 상임위원회로 회부하였습니다. 이상으로 보고를 마치겠습니다.
"
7,603509,완주군 사회복지사 등의 처우 및 지위향상을 위한 조례안을 의사담당이 언급한 회의는?,"{'answer_start': 1, 'text': '제199회 완주군의회(임시회) 제 1 차 본회의'}","@제199회 완주군의회(임시회) 제 1 차 본회의회의록@

성원이 되었으므로 제199회 완주군의회 임시회 제1차 본회의 개의를 선포합니다. 먼저 의사담당으로부터 집회요구 및 의안접수사항에 대한 보고가 있겠습니다. 의사담당은 보고하여 주시기 바랍니다.

의사담당 박영배입니다. 제199회 완주군의회 임시회 집회요구 및 의안접수 사항을 보고 드리겠습니다. 먼저 집회에 관한 보고를 드리겠습니다.

2014년 8월 9일 의회운영위원회 서남용 위원장 외 6인의 의원으로부터 임시회 집회요구가 있어 지방자치법 제45조 제2항 및 제3항의 규정에 의하여 8월 19일 집회공고를 하고, 오늘 집회를 갖게 되었습니다.

다음은 의안접수 및 회부사항입니다.

완주군 의회에 출석답변할 수 있는 관계공무원 범위에 관한 조례 일부개정 조례안 외 5건의 조례안, 완주군의회 회의규칙 일부개정 규칙안 외 5건의 규칙안, 완주군 사회복지사 등의 처우 및 지위향상을 위한 조례안, 완주군 환경기초시설 등 주변지역 지원에 관한 조례 일부개정 조례안, 완주군 규제개혁위원회 설치 및 운영조례 일부개정조례안 등 총 16건이 접수되어 해당 상임위원회로 회부하였습니다. 이상으로 보고를 마치겠습니다.
"
